name,author,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
Создаем игры с Kodu Game Lab,['К. И. Астахова'],https://www.litres.ru/book/k-i-astahova/sozdaem-igry-s-kodu-game-lab-39829273/,4.8,14,1,125.0,280.0,"['Купила книгу и рассчитывала, что будет подробное объяснение каждого шага и проекта.По факту как в институте: объяснение и делайте задание. А если вы не знаете как, это Ваши проблемы.']",6+,2023.0
Введение в Elixir. Введение в функциональное программирование,"['Симон Сенлорен', 'Дэвид Эйзенберг']",https://www.litres.ru/book/devid-eyzenberg/vvedenie-v-elixir-vvedenie-v-funkcionalnoe-programmirovani-27068717/,4.2,6,1,264.0,559.0,"['Книга хороша, сейчас мало что есть из книг по elexir. Однако…']",0+,2017.0
Искусственный интеллект. Машинное обучение,['Джейд Картер'],https://www.litres.ru/audiobook/dzheyd-karter/iskusstvennyy-intellekt-mashinnoe-obuchenie-70494385/,5.0,3,0,,690.0,[],12+,2024.0
Веб-дизайн: книга Стива Круга или «Не заставляйте меня думать!». 2-е издание,['Стив Круг'],https://www.litres.ru/book/stiv-krug/veb-dizayn-kniga-stiva-kruga-ili-ne-zastavlyayte-menya-dumat-2-e-24499534/,4.1,36,3,215.0,390.0,"['Ребята, это суперкнига! Если вы заказчик сайта или разработчик сайтов, она вам пригодится. Я прочел больше ста книг по маркетингу. Из них полезных можно пересчитать по пальцам одной руки. Книга Круга входит в эту пятерку. А уж название НЕ ЗАСТАВЛЯЙТЕ МЕНЯ ДУМАТЬ!\xa0– это вообще главный принцип маркетинга.', 'полезная книга. Причем она полезна как для разработчиков, так и для обычных пользователей.', 'эта книга лишнем не будет, очень сильно помогает развивать мышление дает не плохое знании в области программирование сайтов.']",0+,
Идеальный программист. Как стать профессионалом разработки ПО,['Роберт Мартин'],https://www.litres.ru/book/robert-s-martin/idealnyy-programmist-kak-stat-professionalom-razrabotki-po-11961798/,4.6,191,27,247.0,449.0,"['Книга – истинный кладезь премудрости для оптимистов и набор банальностей для пессимистов. Содержит довольно много очевидных на первый взгляд вещей, которым придает рельеф и объем проверка на личном опыте автора. Очень удачное описание основного преимущества TDD. Несколько странная точка зрения на полную финансовую ответственость профессионала. Довольно забавное описание перехода из начальника отдела разработки в консультанты. В целом польза не слишком велика, но и времени, и денег эта книга потребует от читателя очень немного.', 'Автор книги широко подошел к теме профессионализма в разработке программного обеспечения: начиная с того как разговаривать и вести себя с начальником или коллегой, как искать выходы из кризисных ситуаций, как вести разработку программного обеспечения через тестирование и заканчивая принципами управления временем.', 'Интересная книга .Автобиография и карьера автора , взгляд на профессию изнутри . Почти нет технических знаний . Книгу надо отнести к жанру художественной литературы .', 'Полезная книга. Я как начинающий программист, узнал много моментов, о которых я даже сейчас и не думаю. Так же есть алгоритмы, как действовать в той или иной ситуации. В общем, книга была полезной.', 'Очень интересно читать примеры из молодости автора, когда инструменты и технологии были только в зачатке.']",12+,2011.0
Разработка обслуживаемых программ на языке С#,[],https://www.litres.ru/book/dzhust-visser/razrabotka-obsluzhivaemyh-programm-na-yazyke-s-22873450/,4.5,6,1,194.0,359.0,"['В книге легко и подробно объясняется, как нужно писать чистый код. Простые правила, которых следует придерживаться, могут применить на практике и новички']",0+,2016.0
Программирование на языке MQL5 от основ до индикаторов и экспертов,['Дмитрий Федосеев'],https://www.litres.ru/book/dmitriy-fedoseev-298/programmirovanie-na-yazyke-mql5-ot-osnov-do-indikator-64831712/,1.9,7,3,406.0,299.0,"['Книга – норм. Мне, как совсем начинающему, по-тихоньку помогает.', 'Книгу нельзя скачать и читать в удобной для себя читалке. Читать её в браузере вообще неудобно. Если хотите мучиться прогружать книгу в браузере и при каждом входе в аккаунт вновь появляться на первой странице книги и икать где же вы остановились на какой странице в прочтении, то эта книга для вас. Очень жаль Литрес, что у вас такой неудобный сервис для чтения.', 'Читать её в браузере вообще неудобно дайте и читателям возможность хотя бы закладки ставить. Каждый раз приходится с самого начала искать']",16+,2020.0
HTML: Популярный самоучитель,['Александр Чиртик'],https://www.litres.ru/book/aleksandr-chirtik/html-populyarnyy-samouchitel-183576/,4.3,55,9,318.0,129.0,"['Я начинающий. Есть большое желание создать собственный web server. На первый взгляд, все понятно изложено. Примеры работают, много полезного справочного материала. Спасибо автору! Надеюсь, что с помощью этой книги у меня все получится.', 'Очень содержательная книга.Настоящий учебник для увлечённого программиста.Все темы изложены в очень', 'Популярный самоучитель HTML  раскрывает понятия этого языка для новичков в WEB программировании.Эта книга дает понять нам принцип действия этого языка,основы, вы сможете сами создавать сайты ( у меня получается, правда только на локальном хостинге).Процесс создания сайта будет очень увлекателен благодаря этой книге, очень советую!!!', 'Книга очень доступно объясняет принцип построения сайтов. В веселой форме рассказано и показано ,пригодится и новичкам и знания обновить.Мне очень помогает. Автору спасибо.', 'Всем привет. мне в начале книга понравился , хорошо все описывает , но когда я создала свой первый веб-саит с кодом из книги сайт не открылся, значит с кодом какаято ошибка наверное. Я немножко понимаю коды поэтому все проверила но не открылся как показано на фотке в книге .']",0+,2008.0
101 совет начинающим разработчикам в системе «1С:Предприятие 8» (+ 2epub),['Е. Ю. Хрусталева'],https://www.litres.ru/book/e-u-hrustaleva/101-sovet-nachinauschim-razrabotchikam-v-sisteme-1s-predpri-40932103/,5.0,13,4,214.0,250.0,"['Если есть на свете еще советы то это инфостарт, ИТС и Хрусталева с Радченко. Вообщем покупайте любую книгу Хрусталевой и вы не пожалеете. Это ТОП литературы по 1С', 'Реально интересная и практичная книжка. Просто сборник рецептов. Держу всегда под рукой, так как есть примеры, которые реально помогли избавиться от рутинной работы.', 'На мой взгляд очень хорошая книга для начинающего, но так же может быть полезна и тем кто уже давно занимается разработкой. В книге рассмотрены не только элементарные вещи, но и даются советы по правильной разработке, что в будущем поможет сохранить не только время, но и нервы.', 'Есть много нового даже для не начинающего программиста 1С. Полезные советы, которые не освещались нигде в книгах или курсах.']",12+,2015.0
Робототехника. Управление квадрокоптером. 8–11 классы. Учебное пособие,['Д. Г. Копосов'],https://www.litres.ru/book/d-g-koposov/robototehnika-upravlenie-kvadrokopterom-8-11-klassy-uchebnoe-p-66645348/,5.0,7,0,129.0,375.0,[],12+,2021.0
1С:Счетчик ворон. Мастер-класс по мобильной разработке в среде «1С:Предприятие» (+ epub),"['Айгуль Султанова', 'Алёна Шаронова']",https://www.litres.ru/book/aygul-sultanova/1s-schetchik-voron-master-klass-po-mobilnoy-razrabotke-v-s-68298742/,5.0,13,7,215.0,300.0,"['1С:Счетчик ворон. Мастер-класс по мобильной разработке в среде «1С:Предприятие». Книга для разработчиков написанная двумя авторами: Султанова Айгуль Ильдусовна, Шаронова Алёна Альфредовна.', 'Благодарю авторов!Методичка оказалась очень полезной, все подробно пошагово расписано,понятным языком сказано, как организовать рабочее пространство. На нее навел преподаватель с нашего ВУЗа, являюсь студенткой НЧИ КФУ, рада, что познакомили с вашей работой. Буду ждать от вас еще больше пособий!', 'Вся информация разложена чётко и ясно! Помогает разобраться в большинстве основных моментах программы. Отлично подходит для начала практики работы в 1С, особенно для студентов.', 'ВАУ, книга просто супер!!! :)', 'Сам изучаю 1С и решил попробовать эту книгу. Объяснение кода ограниченовстроено, все просто и понятно и при этом интересно. Нет долгих теоретических отступов, я в востороге. Не жалею.']",0+,2022.0
JavaScript и AJAX в Web-дизайне,['Владимир Дронов'],https://www.litres.ru/book/vladimir-dronov/javascript-i-ajax-v-web-dizayne-6991132/,4.7,3,1,718.0,319.0,"['Отличное книга. Рекомендуется всем, как новичкам, так и опытным программистам. В своё время использовал как букварь и первую книгу по теме, зашла отлично. Поставлю оценку четыре, так как давно пора выпускать 3е издание.']",0+,2008.0
Проектирование автоматизированных систем обработки информации и управления (АСОИУ),['Я. А. Хетагуров'],https://www.litres.ru/book/ya-a-hetagurov/proektirovanie-avtomatizirovannyh-sistem-obrabotki-informac-6602170/,4.9,6,0,243.0,364.0,[],0+,2020.0
Метавселенная. Как она меняет наш мир,['Мэтью Болл'],https://www.litres.ru/audiobook/matthew-ball/metavselennaya-kak-ona-menyaet-nash-mir-68949237/,4.2,13,2,,599.0,"['Книга понравилась. Автор очень увлекательно и интересно рассказывает о том, что ждет нас в скором будущем касательно научного прогресса и интернет развития.', 'Микаэлла, вам кажется, что такой суррогат не усилит психозы и т.п. от депривации кучи рецепторов и упрощения воспринимаемого, крайнего несовершенства своего тела по сравнению с нереалистичным ""идеалом""? Жертв последнего полно и сейчас, включая любителей фитнеса, комиксов и ""кино для взрослых"".', 'про игры сказать ничего не могу, тут я не особо осведомлена. но в гл 9 расписана розничные продажи прям как в Белоруссии уже реализовано, только без консультантов из метавселенной с навязыванием покупок. полностью автоматизированная розница, без кассиров. да, и в России уже есть такие технологии. например, в главе 10 про платежные системы так это у нас давно уже. дальше конечно послушаю. но пока ничего из будущего не вижу.']",16+,2022.0
Синтез логических схем с использованием языка VHDL,['П. Н. Бибило'],https://www.litres.ru/book/p-n-bibilo/sintez-logicheskih-shem-s-ispolzovaniem-yazyka-vhdl-8333227/,5.0,1,0,385.0,250.0,[],0+,2009.0
Лингвистический анализатор. Преобразование текста в метаязыковую структуру данных,"['Т. Г. Скребцова', 'Сергей Кузнецов']",https://www.litres.ru/book/anna-klementeva/lingvisticheskiy-analizator-preobrazovanie-teksta-v-metaya-48483103/,0.0,0,0,239.0,249.0,[],0+,2019.0
Азбука программирования в 1С:Предприятие 8.3,['Игорь Ощенко'],https://www.litres.ru/book/igor-oschenko/azbuka-programmirovaniya-v-1s-predpriyatie-8-3-19223419/,3.5,27,7,278.0,247.0,"['На мой взгляд книга идеальна для тех кто начинает осваивать 1с со стороны разработчика, в ней на понятном языке разжевывается встроенный язык, а так же простыми словами описываются все сложные функции системы и их взаимная увязка. Вызывает негодование наличие ошибок в коде.', 'Книга для начинающих программистов 1С, прочитав которую поймешь, что нужно идти на курсы 1С или брать литературу, рекомендованную 1С. Создается впечатление, что автор боится загрузить лишней информацией читателя или готовит к выпуску продвинутую азбуку. По крайней мере по данной Азбуке читать точно не научишься.', 'Книга Игоря Ощенко «Азбука программирования в 1С: Предприятие 8.3» оставляет двоякое впечатление. С одной стороны, она будет безусловно полезна начинающим программистам. Изложение книги построено таким образом, что автор буквально по шагам проводит начинающего программиста по основам работы с платформой 1С: Предприятие 8.3. При этом в книге приводится множество скриншотов, которые помогают в изучении материала. К тому же книга в формате PDF значительно превосходит бумажный вариант хотя бы наличием цветных изображений.', 'Для тех кто хочет начать путь в 1С-разработку, но при этом ничего не знает – то что нужно! Всё расписано простым и доступным языком.', 'Примеры нерабочие. Человеку, не знакомому с программированием в принципе книга скорее навредит, чем поможет освоить программирование 1С']",12+,2015.0
Приемы объектно-ориентированного проектирования. Паттерны проектирования,"['Ральф Джонсон', 'Эрих Гамма']",https://www.litres.ru/book/dzhon-vlissides/priemy-obektno-orientirovannogo-proektirovaniya-patterny-p-16419747/,4.5,43,10,368.0,599.0,"['Чтобы после изучения языка программирования и основ ООП понять как это использовать всё это вместе, надо обязательно прочитать эту книгу. В книге есть замечательный пример разработки сложного приложения с использованием паттернов проектирования.', 'Книгу рекомендуют практически в каждой статье, в каждой другой книге, посвященной паттернам проектирования. Эта книга уже стала классикой. Однако, данная книга тяжеловата для восприятия, если вы впервые знакомитесь с паттернами проектирования. Одна из причин – стиль изложения и примеры. Приведены примеры применения паттернов на основе достаточно сложных систем. Но если вы уже знаете паттерны и разбираетесь в них, то эта книга – обязательное приобретение для вашей библиотеки программиста.', 'Хорошая книга. Автор знает своё дело. Идеальный вариант как для новичков так и для тех кто хочет освежить свои знания....', 'Невероятно полезная книга.', 'Несмотря на уже почтенный возраст (эта книга старше многих сеньоров на текущий момент) и необычный выбор языка программирования для примеров, раскрывает задачи, в которых применение паттернов было бы уместным. Книга разделена на две части: повествовательную, в которой проектируется текстовый редактор, и справочнную, в которой описываются большинство современных паттернов проектирования. Книга мастхев, хотя на рынке есть и более современные учебники, раскрывающие паттерны проектирования. Стоит прочесть, как и большинство другой классики.']",6+,1995.0
Введение в проектирование и разработку приложений на языке программирования С#,"['Г. И. Ревунков', 'Э. Н. Самохвалов']",https://www.litres.ru/book/g-revunkov/vvedenie-v-proektirovanie-i-razrabotku-prilozheniy-na-yazyke-pr-70334086/,4.0,1,0,247.0,300.0,[],0+,2018.0
ASP.NET. Сборник рецептов,['Павел Агуров'],https://www.litres.ru/book/pavel-agurov/asp-net-sbornik-receptov-2901275/,5.0,2,0,524.0,239.0,[],0+,2010.0
"Краткое изложение книги «Геймдизайн. Как создать игру, в которую будут играть все». Автор оригинала – Джесси Шелл",['Александра Журавлева'],https://www.litres.ru/audiobook/aleksandra-zhuravlev/kratkoe-izlozhenie-knigi-geymdizayn-kak-sozdat-igru-v-70621144/,5.0,1,0,,279.0,[],16+,2023.0
"Eclipse: разработка RCP-, Web-, Ajax– и Android-приложений на Java",['Тимур Машнин'],https://www.litres.ru/book/timur-mashnin-301845/eclipse-razrabotka-rcp-web-ajax-i-android-prilozheniy-7061647/,4.6,9,0,380.0,231.0,[],0+,2013.0
Системное программирование в Windows,['Александр Побегайло'],https://www.litres.ru/book/aleksandr-pobegaylo/sistemnoe-programmirovanie-v-windows-6654118/,4.9,8,1,1034.0,271.0,"['Неплохая книга, читал ее еще в институте (в 2010 году). На тот момент мне показалось это достаточно подробным руководством.Сейчас решил прочитать повторно )']",12+,2006.0
Распознавание образов и машинное восприятие,['А. С. Потапов'],https://www.litres.ru/book/a-s-potapov/raspoznavanie-obrazov-i-mashinnoe-vospriyatie-27351864/,5.0,2,0,550.0,270.0,[],12+,2011.0
Робототехника: практическое введение для детей и взрослых,['Александр Вячеславович Фролов'],https://www.litres.ru/book/aleksandr-frolov-198/robototehnika-prakticheskoe-vvedenie-dlya-detey-i-vzr-55547238/,4.8,34,9,468.0,249.0,"['Классная книга о робототехнике!', 'Редко захожу в черновики, но здесь просто не смогла пройти мимо: очень рада, что в этом разделе появляются такие увлекательные нонфикшн книги!', 'Хоть я и не школьник, очень понравилась книга! Зачем покупать дорогие конструкторы, если можно самостоятельно собрать робота при помощи данного пособия. Спасибо большое автору!', 'уточняйте тогда марки и номиналы компонентов схемы, иначе непонятно будет. или работать схема не будет.', 'android_b7634598-0174-1000-0000-000000000000,', 'Хорошее начало. Добавьте в книгу материал для интеграции с lego education']",6+,2020.0
Telegram Bot. Руководство по созданию бота в мессенджере Телеграм.,['Артем Демиденко'],https://www.litres.ru/book/artem-demidenko/telegram-bot-rukovodstvo-po-sozdaniu-bota-v-messendzhere-t-69163303/,3.3,18,2,29.0,199.0,"['Полезная вещь для того,кто хочет сам создать телеграм бота. Приведены скрипты для разных функций бота, описание по принципу: читай и делай. В конце книги- словарь всех профильных терминов. Но, как понимаю, на компьютере должен быть установлен python? Просто когда речь заходит о командной строке, в которой пишутся все указанные в книге скрипты, имеется ввиду - командная строка питона?', 'vk_5026005, обычная cmd, но python должен быть ОБЯЗАТЕЛЬНО', 'Это прям смешно. 28 страниц полного бреда без полезной информации.']",12+,2023.0
Инструментарий хакера,['С. А. Бабин'],https://www.litres.ru/book/sergey-babin/instrumentariy-hakera-11838226/,3.6,82,5,227.0,239.0,"['Книга невероятно нужная сисадминам и специалистам по сетевой безопасности. Никто не отменял хищения, взломы сетей… В книге опиманы методы взлома Wi Fi сетей, что особо насуще сейчас и в будущем. Приобретайте навыки и опыт .', 'очень не глубоко рассмотрены вопросы, заявленные на обложке. целевая аудитория книги, скорее подростки, чем специалисты. расстроило количество картинок, словно автору за число страниц платят…', 'Книга пустышка, читать её было не интересно, не появилось не какого понимания в описанных программах, как правило автор не разобрал не одну ошибку которая появится, а она появиться обязательно, а это значит пустая трата времени.', 'Хорошая книга особенна нужна программистам и хакерам для начинающи.Я читал много книг таких как это,это книга тоже очень хорошая.Советую.!', 'Очень полезна и интересна!!!!!!!!!!!!! советую всем, вы сможете приобрести навыки и опыт!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!']",0+,2014.0
Программирование на ScratchJr для детей 5-7 лет,[],https://www.litres.ru/book/aleksey-pavlovich-borisov/programmirovanie-na-scratchjr-dlya-detey-5-7-let-63551401/,5.0,1,0,96.0,199.0,[],0+,2020.0
Всё об ИИ чат-боте ChatGPT,['Артем Демиденко'],https://www.litres.ru/book/artem-demidenko/vse-ob-ii-chat-bote-chatgpt-69144952/,4.4,6,2,70.0,199.0,"['Очень хорошая книга для знакомства с ChatGPT, новичкам будет полезна. Тут все по полочкам разложено, как пользоваться, где применять, как можно зарабатывать при помощи ChatGPT.', 'Такое ощущение, что эту книгу писал ChatGPT. Околонулевая польза от прочтения. Не советую тратит время. Половина книги это просто перечмчление запросоы к боту.']",12+,2023.0
Основы математического моделирования и оптимизации на языке Python,"['П. А. Головинский', 'А. А. Дробышев']",https://www.litres.ru/book/a-a-drobyshev/osnovy-matematicheskogo-modelirovaniya-i-optimizacii-na-yazy-70187536/,5.0,2,1,109.0,100.0,"['Очень хорошая книга, написана доступным языком. Особенно будет полезна студентам факультетов информатики, помогает познакомиться с основами программирования на языке Pyton. В книге подробно объясняется, как решаются некоторые типы задач на конкретных примерах. Жалею, что не скачала её раньше. Очень бы пригодилась при выполнении лабораторных работ.']",0+,2023.0
Секреты Oracle SQL,"['Алан Бьюли', 'Санжей Мишра']",https://www.litres.ru/book/alan-beaulieu/sekrety-oracle-sql-24500158/,4.2,22,3,364.0,190.0,"['Отличная книга для начинающих изучать SQL в синтаксисе от Oracle.', 'Очень качественная книга, которая помогает набрать необходимые навыки, в дальнейшем поможет стать хорошим специалистом.', 'Читаю с нуля, описано легким языком, считаю для себя полезной. Много хороших понятных примеров. В описании используют устаревшую версию Oracle 8i/9i.']",0+,
Алгоритмы и структуры данных,['Никлаус Вирт'],https://www.litres.ru/book/niklaus-virt/algoritmy-i-struktury-dannyh-22072427/,4.0,36,3,274.0,183.0,"['В своё время у меня была эта же книга, но в варианте для языка программирования Модула-2. Я тогда писал программы на C, но ничего страшного, проверенные временем алгоритмы прекрасно можно изучать на одном языке, а затем (или одновременно) использовать их на другом, не настолько уж сильно языки программирования отличаются друг от друга, чтобы сделать это невозможным (что-то вроде Лиспа я сейчас, конечно, не имею в виду). Модные языки сменяют друг друга, но мир, к счастью, держится не на них, а на классических алгоритмах.', 'witg, какое это имеет отношение к отзывам о данной книге?', 'Это классическая книга Алгоритмы + Структуры данных = Программы Никлауса Вирта! Описаны основные классические алгоритмы и структуры данных (стеки, очереди, деревья). Рекомендую всем программистам всем ознакомиться, даже невзирая на то что используется Оберон в примерах кода', 'Одна из классических книг по алгоритмам и структурам данных. Училась по ней в институте. Темы, рассматриваемые в этой книге, до сих пор пригождаются в работе и при прохождении собеседований. Рекомендую всем, кто хочет заниматься программированием как одну из первых книг.']",0+,1985.0
Искусственный интеллект и Машинное обучение. Основы программирования на Python,[],https://www.litres.ru/audiobook/timur-kazancev/iskusstvennyy-intellekt-i-mashinnoe-obuchenie-osnovy-progra-68018912/,4.6,25,9,,259.0,"['книга качественная, идет от общих моментов к частному, но вторая половина посвящена практике: кодированию, машинному обучению на питоне, поэтому если хотите, чтоб материал усвоился полностью, лучше покупать аудио книгу вместе с электронной версией', 'книга качественная, идет от общих моментов к частному, но вторая половина посвящена практике: кодированию, машинному обучению на питоне, поэтому если хотите, чтоб материал усвоился полностью, лучше покупать аудио книгу вместе с электронной версией', 'Книга отличная, но лучше покупать сразу текстовую версию,так как коды прописаны в книге текстом. В целом все очень понятно написано, буду рекомендовать!', 'Лет ми спик фром май харт: диктор абсолютно не знает произношения английских слов, и вообще с «деревенским» акцентом. Сам материал начального уровня.', 'Прослушал фрагмент. Идет откровенная брехня. В 1950-ые небыло ни каких чат ботов, да и остальная роботизация была на нуле. Автоматизация и электрофикация может и была. Но не роботизация. Очередная попытка написать ""Лунную миссию Аполону"".']",12+,
Программирование на C++ в Linux,['Николай Секунов'],https://www.litres.ru/book/nikolay-sekunov/programmirovanie-na-c-v-linux-642295/,4.8,4,4,362.0,103.0,"['Самое замечательное – наша отечественная компьютерная литература постепенно выходит на уровень европейских и американских изданий. Примером может служить эта книга нашего российского автора Николая Секунова. И стиль описания легкий, понятный, и практических примеров достаточно для того, чтобы начинающий, имеющий общие представления о программировании и о системе линукс, смог после знакомства с этой книгой написать несложные программки.', 'Полезная книга для серьёзных разработчиков. Несмотря на уже почтенный возраст (2003) актуальность такой книги будет возрастать в связи с процессами импортозамещения в области компьютерного HardSoft. Семейство ОС от американской корпорации Microsoft – MS Windows XP/…/10 будет вытесняться, сначала в Госорганах и Госкорпорация, далее везде, отечественными ОС на базе Linux/QNX: AstraLinux, Нейтрино, Нейтрино-Э, МСВС. Вот тут все технологии программирования приложений для ОС Linux и пригодятся. Спасибо Николаю Секунову.', 'Не нашел информации по сокетам Беркли, хотя это база сетевого программирования на Си и обычно есть во всех книгах по программированию в Uniх или Linux.', 'Очень достойного уровня книга по программированию по весьма скромной цене, и, что отрадно, нашего отечественного автора. Языки С и С++, несмотря на возраст, являются наиболее популярными для изучения на факультативах и в кружках в школах.К тому же, это коммерческие языки, на которых до сих пор пишутся многие практические программы, включая разработку операционных систем. Поэтому ребёнок, освоивший данные языки, при дальнейшем обучении сможет найти применение своим знаниям на рынке труда.']",0+,2003.0
Самоучитель UML 2,['Александр Леоненков'],https://www.litres.ru/book/aleksandr-leonenkov/samouchitel-uml-2-2914325/,4.0,14,3,569.0,183.0,"['Книга возможно покажется кому - то тяжелой. Читать ее линейно будет сложно. Но мне эта книга очень помогла. \nВо первых, без нее я, вероятно, не сдала бы экзамен. И тут, казалось мне, все, больше не потребуется. Но когда я начала заниматься своими проектами, то фрагменты всплывали у меня в памяти и я брала ее в руки чтобы каждый раз перечитать в нужный момент. \nСкорее это подручный справочник, нежели учебник. Но книга точно достойна места в моей библиотеке. К ознакомлению рекомендовала своим коллегам.', 'Книга Александра Леоненкова ""Самоучитель UML 2"", 2007 рекомендуется для бизнес-аналитиков и программистов как введение или как краткий справочник. В книге рассматриваются основные нотации языка UML версия 2.0 (July 2005).', 'Отличная книга для использования как справочник. В ней акцент на описание самого UML, а не то как проектировать с помощью него из-за этого читается суховато, но книги-справочники всегда там читаются. Если вы хотите понять как проектировать ПО с помощью UML с примерами, вероятно стоит подобрать другую книгу.']",0+,2007.0
Командная строка Linux и автоматизация рутинных задач,['Денис Колисниченко'],https://www.litres.ru/book/denis-kolisnichenko/komandnaya-stroka-linux-i-avtomatizaciya-rutinnyh-zada-8370530/,3.6,7,1,340.0,183.0,['Хорошая книга. Поможет людям которые хотят освоить работу в линукс из под командной строки. Для прочтения нужно обладать базовым опытом работы в линуксе иначе будет тяжело в освоении.'],0+,2012.0
Облачные технологии «1С:Предприятия» (+ 2epub),['Е. Ю. Хрусталева'],https://www.litres.ru/book/e-u-hrustaleva/oblachnye-tehnologii-1s-predpriyatiya-2epub-40927980/,4.0,4,2,218.0,250.0,"['Практически бесполезная книга. Как ставить и настраивать Fresh – отсылка на документацию, а в самой книге 75% – как настроить доработки в типовой или как нетиповую настроить на использование во Fresh. Как работает Fresh, на каких принципах основана эта технология – ни слова.', 'Есть облачные технологии реализованные в платформе «1С:Предприятие». Их можно использовать по отдельности, но все вместе они наиболее полно проявляются в технологии 1cFresh, которую разработала фирма «1С». Таким образом, клиенты использующие данную технологию не приобретают сами прикладные решения. Они платят лишь за использование самого решения через Интернет. Прикладные решения развертываются у поставщика сервиса. Это организация, предоставляющая услуги по использованию прикладных решений на платформе «1С:Предприятие» в модели сервиса.']",12+,2016.0
Смарт-контракты. Что такое смарт-контракт и как его создать в Solidity. С подробным разбором кода,['Артем Демиденко'],https://www.litres.ru/book/artem-demidenko/smart-kontrakty-chto-takoe-smart-kontrakt-i-kak-ego-sozdat-69557629/,3.9,6,1,90.0,199.0,"['полезная книга для новичков. интересно, она была написана нейронкой?)']",12+,2023.0
C/C++. Процедурное программирование,['Марина Полубенцева'],https://www.litres.ru/book/marina-polubenceva/c-c-procedurnoe-programmirovanie-2898215/,5.0,6,3,415.0,215.0,"['Обожаю эту книжку! Совершенно восхитительное объяснение сложных вещей простым языком. Много и хорошо про указатели, массивы и функции. Советую новичкам, которые хотят заложить прочную базу для дальнейшего освоения С++.\n Из минусов: незначительная часть сведений (и примеров тоже) устарела. Плюс немного не хватает ключей к заданиям для самостоятельного освоения.', 'отличная книга для студентов и 11 классников которые учатся ну или хотят поступить в факультет математики и компьютерных наук', 'Хорошая и развернутая книга, все разложено по полочкам. Информацию найти легко, дается все, начиная с самых базовых понятий. Для более глубокого изучения – самое то']",0+,2008.0
